"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-01","25.8"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-02","26.8"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-03","27.3"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-04","28.3"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-05","27.7"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-06","27.9"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-07","28.1"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-08","28.3"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-09","28.2"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-10","27.7"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-11","27.2"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-12","28.4"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-13","26.7"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-14","27.6"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-15","28.4"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-16","28.3"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-17","28.3"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-18","26.4"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-19","27.7"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-20","29.2"
"USR0000TBRA","BRAZORIA NWR TEXAS, TX US","29.1417","-95.2917","3.0","1995-08-21","28.9"
