"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TOBS"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-01","30.6"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-02","23.9"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-03","23.9"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-04","23.9"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-05","29.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-06","31.7"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-07","29.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-08","25.6"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-09","31.7"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-10","29.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-11","26.1"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-12","29.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-13","27.2"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-14","27.8"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-15","28.3"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-16","30.6"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-17","26.1"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-18","30.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-19","29.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-20","30.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-21","32.8"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-22","35.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-23","33.9"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-24","24.4"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-25","32.8"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-26","31.1"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-27","30.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-28","25.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-29","22.8"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-30","25.0"
"USC00411500","CARTHAGE, TX US","32.1615","-94.3398","93.0","1955-08-31","29.4"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-01","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-02","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-03","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-04","28.3"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-05","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-06","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-07","27.8"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-08","26.7"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-09","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-10","25.0"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-11","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-12","26.7"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-13","25.0"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-14","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-15","25.0"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-16","22.8"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-17","25.0"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-18","27.8"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-19","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-20","29.4"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-21","27.8"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-22","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-23","26.1"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-24","26.7"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-25","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-26","25.6"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-27","25.0"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-28","23.9"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-29","27.8"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-30","28.3"
"USC00417173","PORT ARTHUR WEATHER BUREAU CITY, TX US","29.86667","-93.93333","3.0","1955-08-31","24.4"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-01","27.8"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-02","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-03","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-04","24.4"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-05","22.8"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-06","25.6"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-07","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-08","26.7"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-09","26.7"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-10","26.7"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-11","23.9"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-12","25.0"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-13","23.3"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-14","23.9"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-15","22.2"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-16","22.8"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-17","24.4"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-18","19.4"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-19","23.3"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-20","21.7"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-21","25.0"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-22","23.9"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-23","25.0"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-24","26.7"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-25","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-26","25.6"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-27","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-28","22.2"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-29","25.0"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-30","26.1"
"USC00410665","BELTON DAM, TX US","31.1","-97.48333","202.4","1955-08-31","25.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-01","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-02","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-03","30.6"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-04","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-05","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-06","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-07","33.9"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-08","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-09","31.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-10","32.8"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-11","29.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-12","21.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-13","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-14","29.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-15","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-16","30.6"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-17","33.9"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-18","28.9"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-19","26.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-20","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-21","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-22","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-23","34.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-24","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-25","33.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-26","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-27","31.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-28","31.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-29","32.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-30","28.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1955-08-31","27.8"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-01","26.7"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-02","25.6"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-03","23.9"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-04","25.0"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-06","24.4"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-07","26.7"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-08","26.7"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-09","25.0"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-10","25.6"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-11","25.6"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-12","23.9"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-13","22.8"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-14","22.2"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-15","21.7"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-16","22.2"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-17","25.0"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-18","22.2"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-19","23.9"
"USC00418274","SHERMAN, TX US","33.7033","-96.6419","231.6","1955-08-20","23.9"
