"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TOBS"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-01","25.6"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-02","27.8"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-03","29.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-04","29.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-05","23.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-06","27.8"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-07","20.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-08","21.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-09","23.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-10","22.2"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-11","26.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-12","21.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-13","28.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-14","26.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-15","21.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-16","26.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-17","26.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-18","30.6"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-19","25.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-20","26.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-21","17.2"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-22","17.2"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-23","21.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-24","24.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-25","23.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-26","20.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-27","21.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-28","27.8"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-29","23.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-30","18.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-08-31","25.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-01","21.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-02","23.3"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-03","26.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-04","20.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-05","25.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-06","23.9"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-07","25.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-08","22.8"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-09","24.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-10","22.2"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-11","25.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-12","25.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-13","24.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-14","23.3"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-15","24.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-16","26.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-17","22.2"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-18","22.2"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-19","24.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-20","23.3"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-21","21.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-22","19.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-23","20.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-24","20.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-25","20.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-26","21.7"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-27","21.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-28","20.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-29","22.8"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-30","23.3"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-08-31","22.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-01","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-02","32.8"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-03","34.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-04","33.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-05","35.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-06","36.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-07","30.6"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-08","26.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-09","29.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-10","34.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-11","29.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-12","33.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-13","35.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-14","32.8"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-15","34.4"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-16","35.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-17","37.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-18","36.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-19","37.2"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-20","32.8"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-21","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-22","28.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-23","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-24","28.9"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-25","28.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-26","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-27","31.7"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-28","31.1"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-29","28.3"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-30","30.0"
"USC00411875","COLEMAN, TX US","31.8277","-99.432","524.6","1945-08-31","31.1"
