"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TOBS"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-01","1.1"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-02","1.7"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-03","0.0"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-04","2.2"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-05","1.7"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-06","5.0"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-07","4.4"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-08","6.1"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-09","12.2"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-10","2.2"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-11","-1.1"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-12","-2.8"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-13","1.1"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-14","3.3"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-15","7.2"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-16","6.1"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-17","5.0"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-18","5.6"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-19","4.4"
"USW00003951","LONGVIEW 11 SE, TX US","32.3466","-94.6533","124.1","1985-01-20","-10.6"
